Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
North America,Canada,Clothing,Online,Low,2024-09-12,218,2024-09-24,9818,638.55,359.0,6269283.9,3524662.0,2744621.9
Africa,Egypt,Cosmetics,Online,Critical,2023-07-24,219,2023-07-26,8484,423.03,253.45,3588986.52,2150269.8,1438716.72
Europe,United Kingdom,Cosmetics,Offline,High,2021-11-13,220,2021-11-27,4438,449.16,213.63,1993372.08,948089.94,1045282.14
Asia,South Korea,Clothing,Offline,Critical,2022-07-10,221,2022-07-24,244,361.67,187.21,88247.48,45679.24,42568.24
Oceania,Fiji,Electronics,Offline,Medium,2023-06-17,222,2023-06-18,2297,466.5,312.44,1071550.5,717674.68,353875.82
Oceania,Fiji,Cosmetics,Offline,Critical,2024-05-13,223,2024-05-20,8711,599.06,395.73,5218411.66,3447204.03,1771207.63
Oceania,Fiji,Cosmetics,Online,High,2023-05-29,224,2023-06-02,8246,942.69,639.56,7773421.74,5273811.76,2499609.98
Africa,Morocco,Electronics,Online,Low,2024-06-21,225,2024-06-29,712,212.91,169.34,151591.92,120570.08,31021.84
Oceania,Australia,Furniture,Online,Critical,2025-04-04,226,2025-04-10,5326,395.93,188.72,2108723.18,1005122.72,1103600.46
South America,Argentina,Food,Offline,High,2025-05-04,227,2025-05-11,9143,983.9,549.74,8995797.7,5026272.82,3969524.88
Asia,China,Cosmetics,Offline,High,2023-03-29,228,2023-04-10,9386,669.31,440.86,6282143.66,4137911.96,2144231.7
North America,Mexico,Clothing,Online,Critical,2024-04-07,229,2024-04-21,8718,897.72,518.93,7826322.96,4524031.74,3302291.22
Oceania,Fiji,Cosmetics,Offline,Low,2022-11-06,230,2022-11-18,7170,331.99,201.88,2380368.3,1447479.6,932888.7
Africa,South Africa,Clothing,Offline,High,2021-12-10,231,2021-12-15,515,464.19,239.51,239057.85,123347.65,115710.2
Europe,Germany,Electronics,Online,High,2024-12-23,232,2024-12-31,1310,379.18,220.05,496725.8,288265.5,208460.3
Africa,South Africa,Electronics,Offline,Low,2022-09-09,233,2022-09-20,4053,358.96,248.25,1454864.88,1006157.25,448707.63
Oceania,Fiji,Furniture,Offline,High,2025-04-10,234,2025-04-23,1640,519.3,278.35,851652.0,456494.0,395158.0
Oceania,New Zealand,Furniture,Offline,Critical,2021-10-02,235,2021-10-03,2744,250.71,180.83,687948.24,496197.52,191750.72
Oceania,Fiji,Electronics,Offline,Medium,2022-05-28,236,2022-06-08,1035,952.61,564.13,985951.35,583874.55,402076.8
South America,Colombia,Furniture,Online,Medium,2026-06-29,237,2026-07-06,6846,774.8,553.23,5304280.8,3787412.58,1516868.22
Europe,Spain,Cosmetics,Offline,Low,2023-04-12,238,2023-04-16,717,998.99,686.69,716275.83,492356.73,223919.1
Europe,France,Electronics,Online,Medium,2026-07-17,239,2026-07-30,1141,155.28,72.2,177174.48,82380.2,94794.28
Asia,China,Food,Offline,Critical,2023-05-18,240,2023-05-28,6683,706.99,490.11,4724814.17,3275405.13,1449409.04
Asia,South Korea,Food,Offline,Medium,2022-07-12,241,2022-07-13,6637,267.19,196.54,1773340.03,1304435.98,468904.05
North America,United States,Clothing,Online,Critical,2024-05-08,242,2024-05-21,4502,47.62,34.71,214385.24,156264.42,58120.82
North America,Mexico,Cosmetics,Offline,Critical,2022-11-29,243,2022-12-11,9831,159.83,98.63,1571288.73,969631.53,601657.2
South America,Brazil,Electronics,Online,Medium,2023-01-09,244,2023-01-17,5779,73.4,41.96,424178.6,242486.84,181691.76
Africa,Morocco,Cosmetics,Online,Low,2023-03-14,245,2023-03-21,3352,300.71,191.18,1007979.92,640835.36,367144.56
North America,Mexico,Clothing,Offline,Low,2025-01-07,246,2025-01-15,1758,911.61,703.27,1602610.38,1236348.66,366261.72
South America,Argentina,Office Supplies,Offline,Critical,2023-02-15,247,2023-02-27,7453,249.47,126.48,1859299.91,942655.44,916644.47
Africa,Kenya,Electronics,Offline,Medium,2022-02-20,248,2022-02-26,3807,497.76,300.12,1894972.32,1142556.84,752415.48
North America,Canada,Clothing,Offline,Low,2021-09-23,249,2021-10-06,7564,116.21,75.53,879012.44,571308.92,307703.52
Oceania,New Zealand,Office Supplies,Offline,Low,2022-10-07,250,2022-10-09,4880,75.34,48.47,367659.2,236533.6,131125.6
South America,Colombia,Furniture,Online,Medium,2022-10-29,251,2022-11-05,7587,66.51,44.59,504611.37,338304.33,166307.04
South America,Brazil,Office Supplies,Offline,Low,2022-08-12,252,2022-08-21,9656,764.81,351.23,7385005.36,3391476.88,3993528.48
Oceania,Fiji,Furniture,Online,Medium,2025-12-18,253,2025-12-26,7851,654.7,489.89,5140049.7,3846126.39,1293923.31
Asia,India,Food,Online,Low,2021-08-14,254,2021-08-22,2154,802.55,384.25,1728692.7,827674.5,901018.2
Africa,Morocco,Cosmetics,Online,Medium,2021-11-23,255,2021-11-28,7521,893.94,486.81,6723322.74,3661298.01,3062024.73
North America,Canada,Clothing,Online,Critical,2025-08-26,256,2025-08-30,4736,10.41,6.65,49301.76,31494.4,17807.36
North America,United States,Cosmetics,Offline,Medium,2022-09-28,257,2022-10-04,2064,555.12,404.2,1145767.68,834268.8,311498.88
North America,Mexico,Food,Online,Critical,2023-07-05,258,2023-07-06,6197,80.4,44.82,498238.8,277749.54,220489.26
Europe,Germany,Electronics,Online,Low,2022-05-24,259,2022-06-07,7577,191.89,145.89,1453950.53,1105408.53,348542.0
Asia,China,Office Supplies,Online,Critical,2023-09-30,260,2023-10-07,6262,823.28,570.55,5155379.36,3572784.1,1582595.26
North America,Mexico,Furniture,Offline,Low,2023-05-07,261,2023-05-15,9343,126.8,90.62,1184692.4,846662.66,338029.74
Europe,France,Furniture,Online,Critical,2026-07-31,262,2026-08-04,3212,308.03,189.93,989392.36,610055.16,379337.2
North America,Canada,Clothing,Offline,Critical,2024-09-04,263,2024-09-10,5301,851.0,421.51,4511151.0,2234424.51,2276726.49
North America,United States,Electronics,Offline,Low,2024-07-14,264,2024-07-25,6043,72.02,50.8,435216.86,306984.4,128232.46
Oceania,Australia,Office Supplies,Offline,Critical,2023-10-18,265,2023-10-22,7652,491.9,320.55,3764018.8,2452848.6,1311170.2
Africa,Morocco,Office Supplies,Offline,Low,2022-03-29,266,2022-04-07,4160,387.28,283.49,1611084.8,1179318.4,431766.4
Asia,China,Clothing,Offline,Medium,2021-08-10,267,2021-08-20,4279,561.9,394.59,2404370.1,1688450.61,715919.49
Asia,Singapore,Furniture,Offline,High,2022-01-22,268,2022-02-05,8639,998.28,471.49,8624140.92,4073202.11,4550938.81
South America,Brazil,Electronics,Online,High,2022-01-06,269,2022-01-12,8409,719.75,452.55,6052377.75,3805492.95,2246884.8
Africa,Kenya,Clothing,Offline,Critical,2021-11-04,270,2021-11-05,4818,190.88,115.53,919659.84,556623.54,363036.3
Europe,France,Clothing,Offline,Critical,2022-12-14,271,2022-12-17,5884,596.82,296.86,3511688.88,1746724.24,1764964.64
South America,Brazil,Cosmetics,Online,Critical,2025-10-29,272,2025-10-31,2641,419.71,240.41,1108454.11,634922.81,473531.3
Asia,South Korea,Office Supplies,Online,Low,2025-11-10,273,2025-11-18,5396,577.46,269.98,3115974.16,1456812.08,1659162.08
Africa,Egypt,Furniture,Offline,Low,2023-11-23,274,2023-12-07,5164,485.94,365.33,2509394.16,1886564.12,622830.04
Oceania,Australia,Office Supplies,Offline,Medium,2023-09-24,275,2023-09-29,5816,645.26,459.09,3752832.16,2670067.44,1082764.72
North America,Canada,Furniture,Offline,High,2025-04-28,276,2025-05-12,4347,450.17,319.89,1956888.99,1390561.83,566327.16
Oceania,New Zealand,Furniture,Offline,Medium,2025-12-16,277,2025-12-23,3184,376.01,259.52,1197215.84,826311.68,370904.16
North America,Mexico,Food,Online,Critical,2022-04-06,278,2022-04-09,8116,248.26,127.32,2014878.16,1033329.12,981549.04
Oceania,New Zealand,Clothing,Offline,Critical,2022-02-18,279,2022-02-25,7000,70.06,35.68,490420.0,249760.0,240660.0
Europe,Italy,Electronics,Offline,Critical,2025-06-13,280,2025-06-19,8700,227.03,155.28,1975161.0,1350936.0,624225.0
South America,Colombia,Office Supplies,Offline,Critical,2025-01-28,281,2025-01-31,4010,818.84,595.27,3283548.4,2387032.7,896515.7
Asia,India,Clothing,Offline,Medium,2022-02-23,282,2022-03-08,3997,545.08,392.95,2178684.76,1570621.15,608063.61
Asia,Singapore,Cosmetics,Online,Critical,2025-04-07,283,2025-04-13,2053,803.01,402.04,1648579.53,825388.12,823191.41
Oceania,New Zealand,Electronics,Offline,Medium,2024-08-07,284,2024-08-16,8393,694.07,363.77,5825329.51,3053121.61,2772207.9
Europe,Italy,Cosmetics,Online,Medium,2026-01-01,285,2026-01-08,2210,623.96,391.55,1378951.6,865325.5,513626.1
Asia,Singapore,Furniture,Online,High,2021-11-14,286,2021-11-19,5052,856.32,513.56,4326128.64,2594505.12,1731623.52
North America,Canada,Office Supplies,Offline,Low,2024-02-06,287,2024-02-10,9773,517.93,283.14,5061729.89,2767127.22,2294602.67
South America,Brazil,Furniture,Online,Low,2024-10-04,288,2024-10-17,3662,416.35,227.37,1524673.7,832628.94,692044.76
Oceania,New Zealand,Clothing,Offline,Critical,2022-09-17,289,2022-09-18,965,228.74,157.2,220734.1,151698.0,69036.1
Asia,China,Cosmetics,Online,Low,2023-12-03,290,2023-12-07,9865,326.38,260.4,3219738.7,2568846.0,650892.7
Oceania,Australia,Clothing,Online,Medium,2024-12-04,291,2024-12-05,9750,382.88,243.85,3733080.0,2377537.5,1355542.5
Europe,France,Office Supplies,Offline,Medium,2022-05-19,292,2022-05-27,3181,484.08,329.78,1539858.48,1049030.18,490828.3
Oceania,Australia,Clothing,Online,Medium,2025-07-19,293,2025-08-02,5750,309.76,236.94,1781120.0,1362405.0,418715.0
South America,Colombia,Electronics,Offline,High,2026-04-05,294,2026-04-12,166,887.65,488.97,147349.9,81169.02,66180.88
Africa,South Africa,Food,Online,Critical,2025-08-22,295,2025-08-23,1105,605.46,272.51,669033.3,301123.55,367909.75
South America,Argentina,Office Supplies,Offline,Critical,2021-12-01,296,2021-12-06,7365,957.33,538.14,7050735.45,3963401.1,3087334.35
Africa,Kenya,Furniture,Online,High,2023-12-26,297,2024-01-03,32,314.47,157.7,10063.04,5046.4,5016.64
Asia,China,Clothing,Online,High,2024-12-28,298,2024-12-29,8770,162.5,92.48,1425125.0,811049.6,614075.4
Oceania,New Zealand,Furniture,Offline,High,2022-09-13,299,2022-09-25,761,633.49,366.85,482085.89,279172.85,202913.04
North America,United States,Electronics,Offline,Medium,2022-04-11,300,2022-04-21,5081,763.1,435.03,3877311.1,2210387.43,1666923.67
North America,Canada,Office Supplies,Online,High,2023-03-21,301,2023-03-25,648,644.45,339.24,417603.6,219827.52,197776.08
South America,Argentina,Office Supplies,Offline,Medium,2022-04-30,302,2022-05-11,7966,958.87,492.89,7638358.42,3926361.74,3711996.68
North America,Mexico,Clothing,Online,Critical,2024-09-18,303,2024-10-01,9399,999.64,558.49,9395616.36,5249247.51,4146368.85
Oceania,Fiji,Furniture,Offline,Critical,2023-08-29,304,2023-09-12,5205,718.97,455.78,3742238.85,2372334.9,1369903.95
Europe,France,Clothing,Offline,Critical,2022-11-26,305,2022-12-04,5100,509.74,297.59,2599674.0,1517709.0,1081965.0
Oceania,Australia,Furniture,Offline,Medium,2023-04-24,306,2023-05-02,7201,356.23,263.71,2565212.23,1898975.71,666236.52
Africa,Egypt,Clothing,Offline,Critical,2022-07-21,307,2022-07-24,1590,660.06,500.08,1049495.4,795127.2,254368.2
North America,United States,Furniture,Online,Critical,2025-09-08,308,2025-09-15,3840,815.05,383.77,3129792.0,1473676.8,1656115.2
Asia,China,Clothing,Offline,Medium,2025-04-12,309,2025-04-18,5013,371.79,294.32,1863783.27,1475426.16,388357.11
Oceania,Australia,Food,Online,High,2023-06-09,310,2023-06-19,8026,548.81,409.75,4404749.06,3288653.5,1116095.56
North America,United States,Electronics,Offline,Low,2023-05-19,311,2023-05-27,4156,72.55,50.5,301517.8,209878.0,91639.8
Asia,South Korea,Office Supplies,Offline,Low,2022-12-05,312,2022-12-07,1852,175.47,118.64,324970.44,219721.28,105249.16
South America,Argentina,Office Supplies,Online,High,2022-05-20,313,2022-05-22,694,699.6,552.22,485522.4,383240.68,102281.72
Africa,Morocco,Food,Online,Low,2023-07-17,314,2023-07-24,7202,423.9,221.61,3052927.8,1596035.22,1456892.58
Africa,Kenya,Cosmetics,Online,Critical,2025-06-17,315,2025-06-26,1698,271.47,202.78,460956.06,344320.44,116635.62
Asia,Singapore,Cosmetics,Offline,Low,2022-10-06,316,2022-10-19,7385,880.38,641.58,6501606.3,4738068.3,1763538.0
Africa,South Africa,Office Supplies,Online,Critical,2022-09-13,317,2022-09-18,4484,338.74,197.21,1518910.16,884289.64,634620.52
Oceania,New Zealand,Food,Offline,Medium,2026-06-26,318,2026-06-30,4888,705.74,412.38,3449657.12,2015713.44,1433943.68
South America,Brazil,Food,Offline,Low,2023-03-17,319,2023-03-29,1251,673.21,454.89,842185.71,569067.39,273118.32
Africa,South Africa,Electronics,Online,High,2022-09-08,320,2022-09-21,9357,756.57,537.84,7079225.49,5032568.88,2046656.61
North America,Mexico,Cosmetics,Online,Medium,2026-05-30,321,2026-06-11,8278,918.05,708.5,7599617.9,5864963.0,1734654.9
South America,Brazil,Furniture,Online,High,2024-06-11,322,2024-06-17,652,268.75,176.96,175225.0,115377.92,59847.08
South America,Colombia,Clothing,Offline,Medium,2026-07-04,323,2026-07-16,1599,775.23,501.98,1239592.77,802666.02,436926.75
Africa,Morocco,Food,Online,Critical,2022-03-04,324,2022-03-16,5315,145.97,73.69,775830.55,391662.35,384168.2
Asia,Japan,Food,Offline,High,2025-07-27,325,2025-07-30,5707,119.5,90.0,681986.5,513630.0,168356.5
Africa,Nigeria,Furniture,Offline,High,2022-12-05,326,2022-12-12,9107,159.26,123.68,1450380.82,1126353.76,324027.06
South America,Brazil,Electronics,Online,Critical,2023-05-03,327,2023-05-12,621,778.73,368.21,483591.33,228658.41,254932.92
Asia,South Korea,Office Supplies,Online,Medium,2022-11-04,328,2022-11-17,2883,520.33,294.26,1500111.39,848351.58,651759.81
South America,Argentina,Food,Offline,High,2023-06-18,329,2023-06-26,4341,180.02,143.6,781466.82,623367.6,158099.22
Europe,Italy,Clothing,Offline,High,2023-09-12,330,2023-09-26,4196,477.14,308.41,2002079.44,1294088.36,707991.08
Europe,United Kingdom,Food,Online,Medium,2021-09-29,331,2021-10-08,3937,152.34,69.06,599762.58,271889.22,327873.36
North America,Canada,Cosmetics,Offline,High,2022-08-04,332,2022-08-13,4474,994.06,722.96,4447424.44,3234523.04,1212901.4
Africa,Nigeria,Furniture,Offline,Critical,2025-05-24,333,2025-06-02,9812,791.23,427.34,7763548.76,4193060.08,3570488.68
Asia,Japan,Electronics,Offline,Critical,2023-12-22,334,2023-12-30,5582,368.21,230.08,2055348.22,1284306.56,771041.66
Asia,Singapore,Office Supplies,Online,High,2024-03-12,335,2024-03-26,6790,412.15,301.93,2798498.5,2050104.7,748393.8
Africa,South Africa,Clothing,Online,High,2025-04-11,336,2025-04-15,4095,84.84,52.24,347419.8,213922.8,133497.0
North America,United States,Furniture,Online,Medium,2022-02-04,337,2022-02-11,1480,690.77,508.41,1022339.6,752446.8,269892.8
South America,Brazil,Office Supplies,Online,High,2023-04-02,338,2023-04-14,3340,701.15,487.63,2341841.0,1628684.2,713156.8
Oceania,Australia,Furniture,Offline,Medium,2024-10-14,339,2024-10-18,9999,896.06,407.45,8959703.94,4074092.55,4885611.39
Asia,Japan,Electronics,Online,Critical,2025-03-26,340,2025-03-27,5945,435.73,326.99,2590414.85,1943955.55,646459.3
Oceania,New Zealand,Office Supplies,Online,High,2026-01-01,341,2026-01-14,7256,16.11,8.11,116894.16,58846.16,58048.0
North America,United States,Food,Offline,Medium,2024-08-02,342,2024-08-14,7096,263.04,199.72,1866531.84,1417213.12,449318.72
Asia,South Korea,Furniture,Offline,High,2023-03-18,343,2023-04-01,5931,586.39,299.88,3477879.09,1778588.28,1699290.81
South America,Chile,Food,Online,High,2024-06-10,344,2024-06-17,6576,718.33,414.26,4723738.08,2724173.76,1999564.32
Africa,Kenya,Furniture,Offline,Low,2022-02-04,345,2022-02-07,1680,764.56,529.91,1284460.8,890248.8,394212.0
Oceania,New Zealand,Cosmetics,Offline,Low,2025-01-22,346,2025-01-30,5025,983.52,485.04,4942188.0,2437326.0,2504862.0
South America,Chile,Office Supplies,Offline,Critical,2021-12-28,347,2022-01-05,7242,691.06,467.34,5004656.52,3384476.28,1620180.24
Oceania,New Zealand,Cosmetics,Offline,Low,2022-11-17,348,2022-11-29,1946,310.0,216.07,603260.0,420472.22,182787.78
Asia,South Korea,Cosmetics,Online,Critical,2024-08-13,349,2024-08-21,8828,350.82,263.6,3097038.96,2327060.8,769978.16
Oceania,Australia,Office Supplies,Offline,Medium,2022-07-23,350,2022-08-01,7943,524.58,399.4,4166738.94,3172434.2,994304.74
North America,Mexico,Clothing,Online,Medium,2022-03-29,351,2022-04-05,7074,862.42,488.94,6100759.08,3458761.56,2641997.52
North America,United States,Office Supplies,Online,Medium,2025-12-14,352,2025-12-19,1783,333.89,173.03,595325.87,308512.49,286813.38
Africa,Morocco,Cosmetics,Online,Low,2025-10-14,353,2025-10-19,9192,32.42,20.3,298004.64,186597.6,111407.04
Asia,Singapore,Food,Offline,Low,2022-07-08,354,2022-07-13,1156,427.49,229.5,494178.44,265302.0,228876.44
Africa,Egypt,Food,Offline,Critical,2023-10-10,355,2023-10-12,9949,177.66,87.59,1767539.34,871432.91,896106.43
Europe,France,Clothing,Online,High,2023-01-17,356,2023-01-26,9828,847.38,454.63,8328050.64,4468103.64,3859947.0
Asia,Japan,Clothing,Online,Critical,2023-12-19,357,2023-12-28,8461,535.09,280.99,4527396.49,2377456.39,2149940.1
Europe,Germany,Furniture,Offline,Medium,2023-12-31,358,2024-01-05,9846,515.22,289.57,5072856.12,2851106.22,2221749.9
South America,Chile,Clothing,Online,Critical,2024-03-07,359,2024-03-21,9582,118.52,60.57,1135658.64,580381.74,555276.9
Oceania,Australia,Electronics,Online,Low,2021-12-13,360,2021-12-14,5596,526.37,401.49,2945566.52,2246738.04,698828.48
North America,United States,Cosmetics,Online,Critical,2024-08-30,361,2024-09-01,1100,302.4,205.28,332640.0,225808.0,106832.0
Africa,Egypt,Clothing,Online,Medium,2026-07-22,362,2026-07-24,6299,99.83,53.67,628829.17,338067.33,290761.84
South America,Colombia,Furniture,Offline,Low,2023-05-29,363,2023-05-31,8333,602.82,449.72,5023299.06,3747516.76,1275782.3
Oceania,New Zealand,Office Supplies,Offline,High,2024-11-18,364,2024-11-27,1306,355.92,175.85,464831.52,229660.1,235171.42
North America,Mexico,Electronics,Offline,High,2024-10-08,365,2024-10-10,8954,390.1,243.56,3492955.4,2180836.24,1312119.16
Europe,France,Furniture,Online,Critical,2025-03-10,366,2025-03-14,8677,861.28,541.71,7473326.56,4700417.67,2772908.89
Europe,Italy,Clothing,Offline,Low,2022-02-03,367,2022-02-10,2071,925.26,686.49,1916213.46,1421720.79,494492.67
Europe,Germany,Furniture,Online,Low,2024-05-29,368,2024-06-12,6413,470.83,319.37,3019432.79,2048119.81,971312.98
North America,Canada,Food,Online,High,2023-05-14,369,2023-05-19,2852,199.29,97.03,568375.08,276729.56,291645.52
South America,Brazil,Office Supplies,Online,High,2021-09-05,370,2021-09-11,7969,743.43,372.08,5924393.67,2965105.52,2959288.15
Europe,France,Electronics,Offline,Critical,2024-07-14,371,2024-07-20,3933,630.6,442.41,2480149.8,1739998.53,740151.27
Asia,China,Office Supplies,Offline,Medium,2025-04-28,372,2025-05-02,7310,949.32,696.08,6939529.2,5088344.8,1851184.4
Oceania,Australia,Clothing,Online,Medium,2023-02-05,373,2023-02-15,400,872.12,452.55,348848.0,181020.0,167828.0
Asia,India,Electronics,Offline,Low,2026-03-25,374,2026-04-03,2513,450.13,308.59,1131176.69,775486.67,355690.02
Europe,France,Cosmetics,Offline,Critical,2022-01-31,375,2022-02-08,1870,366.07,192.76,684550.9,360461.2,324089.7
Europe,Germany,Office Supplies,Offline,Critical,2023-11-18,376,2023-11-19,4654,398.51,265.45,1854665.54,1235404.3,619261.24
South America,Argentina,Cosmetics,Online,Medium,2025-11-26,377,2025-12-10,4823,428.55,303.23,2066896.65,1462478.29,604418.36
Europe,Spain,Food,Online,Critical,2023-10-03,378,2023-10-10,2257,336.09,193.77,758555.13,437338.89,321216.24
Oceania,New Zealand,Furniture,Online,Low,2024-03-19,379,2024-03-27,8673,311.3,148.91,2699904.9,1291496.43,1408408.47
Africa,Morocco,Clothing,Online,Low,2024-07-22,380,2024-07-30,9203,660.2,448.36,6075820.6,4126257.08,1949563.52
North America,Canada,Food,Online,Low,2025-11-12,381,2025-11-13,6888,656.69,424.54,4523280.72,2924231.52,1599049.2
